ID,FacilityName,FacilityNameTemp,WorkRequest#,Facility#,Facility#Temp,FacilitySystem,FacilityGroup,FacilityFunction,FacilityID,Comments,Property,Building,Floor,Wing,Location,Model,SerialNo,InstallDate,Manufacturer,Capacity,IsNew,InputDate,UpdateDate,InputBy,UpdateBy,BSL,AAALAC,TJC,InventoryDate,InventoryBy,Status,TypeorUse,Size,CapacityHeadTest,FuelRefrigeration,MotorManufacturer,HP,MotorType,MotorSerialNo,MotorInstallDate,MotorModel,Frame,RPM,Voltage,Amperes,PhaseCycle,BSLClassification,TJCValue,PMSchedule,VOLTS,AMP,KVA,PH,W,NOofCKTS,CKTSUsed,VOLTSPRIMARY,VOLTSSECONDARY,ElectricalOther
76228,13 - EM Power - 06401GBT-01001,,,06401GBT-01001,06401GBT-01001,Fuel Tank - EM Generator,Electrical Equipment,,,,Bethesda,13,,,Outside   ,,,,,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,22-May-12,,Active,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
76229,13 - EM Power - 05517GBT-01001,,,05517GBT-01001,05517GBT-01001,Fuel Tank - EM Generator,Electrical Equipment,,,,Bethesda,13,,,Outside   ,,,,,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,22-May-12,,Active,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
76230,13 - EM Power - 10475GBT-01001,,,10475GBT-01001,10475GBT-01001,Fuel Tank - EM Generator,Electrical Equipment,,,,Bethesda,13,,,Outside   ,,,,,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,22-May-12,,Active,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
76533,13 - EF-1 - 09079,,,09079,09079,Exhaust Fan,Mechanical System,,,deactivated via PM shop - deactivated via PM shop,Bethesda,13,Roof,,"East of North Penthouse, Service Room 3E35.",,,,,,0,24-Feb-16,28-Aug-15,"Qi, Zhong","Qi, Zhong",0,0,0,10-Aug-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
76607,13 - EM Power - 05870GBT-01001,,,05870GBT-01001,05870GBT-01001,Fuel Tank - EM Generator,Electrical Equipment,,,,Bethesda,13,,,Outside   ,,,,,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,22-May-12,,Active,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
76608,13 - EM Power - 06077GBT-01001,,,06077GBT-01001,06077GBT-01001,Fuel Tank - EM Generator,Electrical Equipment,,,,Bethesda,13,,,Outside   ,,,,,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,22-May-12,,Active,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
76609,13 - EM Power - 09960GBT-01001,,,09960GBT-01001,09960GBT-01001,Fuel Tank - EM Generator,Electrical Equipment,,,,Bethesda,13,,,Outside   ,,,,,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,22-May-12,,Active,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
76637,13 - EM Power - 03699GEN-01001,,,03699GEN-01001,03699GEN-01001,Emergency Generator Portable,Electrical Equipment,,,,Bethesda,13,,,Outside   ,,,,,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,22-May-12,,Active,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
76638,13 - EM Power - 03700GEN-01001,,,03700GEN-01001,03700GEN-01001,Emergency Generator Portable,Electrical Equipment,,,,Bethesda,13,,,Outside   ,,,,,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,22-May-12,,Active,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
76639,13 - EM Power - 05868GEN-01001,,,05868GEN-01001,05868GEN-01001,Emergency Generator Portable,Electrical Equipment,,,,Bethesda,13,,,Outside   ,,,,,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,22-May-12,,Active,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
76640,13 - EM Power - 05870GEN-01001,,,05870GEN-01001,05870GEN-01001,Emergency Generator Portable,Electrical Equipment,,,,Bethesda,13,,,Outside   ,,,,,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,22-May-12,,Active,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
76641,13 - EM Power - 06077GEN-01001,,,06077GEN-01001,06077GEN-01001,Emergency Generator Portable,Electrical Equipment,,,,Bethesda,13,,,Outside   ,,,,,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,22-May-12,,Active,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
76642,13 - EM Power - 06401GEN-01001,,,06401GEN-01001,06401GEN-01001,Emergency Generator Portable,Electrical Equipment,,,,Bethesda,13,,,Outside   ,,,,,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,22-May-12,,Active,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
76643,13 - EM Power - 05517GEN-01001,,,05517GEN-01001,05517GEN-01001,Emergency Generator Portable,Electrical Equipment,,,,Bethesda,13,,,Outside   ,,,,,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,22-May-12,,Active,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
76644,13 - EM Power - 09960GEN-01001,,,09960GEN-01001,09960GEN-01001,Emergency Generator Portable,Electrical Equipment,,,,Bethesda,13,,,Outside   ,,,,,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,22-May-12,,Active,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
76680,13 - Steam Trap - 11902Trap1317,,,11902Trap1317,11902Trap1317,Steam Trap,Mechanical Equipment,,,,Bethesda,13,,,NORTH PENTHOUSE         (FAN RM.),B-3,,,SSI,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,18-Apr-12,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
76681,13 - Steam Trap - 11902Trap1326,,,11902Trap1326,11902Trap1326,Steam Trap,Mechanical Equipment,,,,Bethesda,13,,,NORTH PENTHOUSE         (FAN RM.),811-15,,,Arm,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,18-Apr-12,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
76682,13 - Steam Trap - 11902Trap1315,,,11902Trap1315,11902Trap1315,Steam Trap,Mechanical Equipment,,,,Bethesda,13,,,NORTH SUB-BSMT.,811-200,,,Arm,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,18-Apr-12,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
76699,13 - EM Power - 10937ATS-01001,,,10937ATS-01001,10937ATS-01001,ATS - EM Generator,Electrical Equipment,,,,Bethesda,13,,,Mechanical Room,,,,,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,22-May-12,,Active,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
76842,13 - BMU13PNL35 - BAS-192-168-85-172,,,BAS-192-168-85-172,BAS-192-168-85-172,,BAS-Panel,POC: Tom Zukas; POC Phone: 301-837-2640,, - ,Bethesda,13,PH,,NORTH PH,,,,Siemens,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,20-Apr-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
76843,13 - BMU13PNL36 - BAS-192-168-85-173,,,BAS-192-168-85-173,BAS-192-168-85-173,,BAS-Panel,POC: Tom Zukas; POC Phone: 301-837-2640,, - ,Bethesda,13,PH,,NORTH PH,,,,Siemens,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,20-Apr-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
76844,13 - BMU13PNL37 - BAS-192-168-85-174,,,BAS-192-168-85-174,BAS-192-168-85-174,,BAS-Panel,POC: Tom Zukas; POC Phone: 301-837-2640,, - ,Bethesda,13,PH,,NORTH PH,,,,Siemens,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,20-Apr-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
76845,13 - BMU13PNL39 - BAS-192-168-85-176,,,BAS-192-168-85-176,BAS-192-168-85-176,,BAS-Panel,POC: Tom Zukas; POC Phone: 301-837-2640,, - ,Bethesda,13,PH,,NORTH PH,,,,Siemens,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,20-Apr-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
76846,13 - ORF-BAS13-10 - BAS-192-168-84-69,,,BAS-192-168-84-69,BAS-192-168-84-69,,BAS-Workstation,POC: Tom Zukas; POC Phone: 301-837-2640,,In Christian Elenes office. - In Christian Elenes office.,Bethesda,13,B1,,B1S18B,,,18-Nov-14,Siemens,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,20-Apr-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
76847,13 - ORF-BAS13-BSL - BAS-192-168-85-155,,,BAS-192-168-85-155,BAS-192-168-85-155,,BAS-Workstation,POC: Tom Zukas; POC Phone: 301-837-2640,, - ,Bethesda,13,B1,,B1S18J,,,12-Jun-13,Siemens,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,20-Apr-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
76848,13 - ORF-BAS13-1 - BAS-192-168-85-159,,,BAS-192-168-85-159,BAS-192-168-85-159,,BAS-Workstation,POC: Tom Zukas; POC Phone: 301-837-2640,, - ,Bethesda,13,B1,,B1S18J,,,30-May-13,Siemens,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,20-Apr-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
76849,13 - ORF-BAS-SPARE3 - BAS-192-168-84-105,,,BAS-192-168-84-105,BAS-192-168-84-105,,BAS-Workstation,POC: Tom Zukas; POC Phone: 301-837-2640,, - ,Bethesda,13,B1,,B1S18C,,,29-May-13,Siemens,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,20-Apr-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
76850,13 - BMU13PNL28 - BAS-192-168-85-150,,,BAS-192-168-85-150,BAS-192-168-85-150,,BAS-Panel,POC: Tom Zukas; POC Phone: 301-837-2640,, - ,Bethesda,13,PH,,SOUTH PH,,,,Siemens,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,20-Apr-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
76851,13 - ORF-BAS13TV-2 - BAS-192-168-84-42,,,BAS-192-168-84-42,BAS-192-168-84-42,,BAS-Workstation,POC: Tom Zukas; POC Phone: 301-837-2640,, - ,Bethesda,13,1,,1416,,,16-Jul-13,Siemens,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,20-Apr-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
76852,13 - BMU13PNL18 - BAS-192-168-85-167,,,BAS-192-168-85-167,BAS-192-168-85-167,,BAS-Panel,POC: Tom Zukas; POC Phone: 301-837-2640,, - ,Bethesda,13,1,,1416,,,,Siemens,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,20-Apr-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
76853,13 - BMU13PNL17 - BAS-192-168-85-180,,,BAS-192-168-85-180,BAS-192-168-85-180,,BAS-Panel,POC: Tom Zukas; POC Phone: 301-837-2640,, - ,Bethesda,13,1,,1329,,,,Siemens,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,20-Apr-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
76854,13 - ORF-BAS13-211 - BAS-192-168-84-104,,,BAS-192-168-84-104,BAS-192-168-84-104,,BAS-Workstation,POC: Tom Zukas; POC Phone: 301-837-2640,, - ,Bethesda,13,2,,211 Cubicle,,,29-May-13,Siemens,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,20-Apr-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
76855,13 - BMU13PNL29 - BAS-192-168-85-151,,,BAS-192-168-85-151,BAS-192-168-85-151,,BAS-Panel,POC: Tom Zukas; POC Phone: 301-837-2640,, - ,Bethesda,13,0G,,G902,,,,Siemens,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,20-Apr-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
77068,13 - EM Power - 10937GEN-01001,,,10937GEN-01001,10937GEN-01001,Emergency Generator,Electrical Equipment,,,,Bethesda,13,,,West side of bldg,,,,,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,22-May-12,,Active,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
77069,13 - EM Power - 10475GEN-01001,,,10475GEN-01001,10475GEN-01001,Emergency Generator Portable,Electrical Equipment,,,,Bethesda,13,,,Outside   ,,,,,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,22-May-12,,Active,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
77079,13 - Steam Trap - 11902Trap1324,,,11902Trap1324,11902Trap1324,Steam Trap,Mechanical Equipment,,,,Bethesda,13,,,NORTH PENTHOUSE         (FAN RM.),811-15,,,Arm,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,18-Apr-12,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
77080,13 - Steam Trap - 11902Trap1316,,,11902Trap1316,11902Trap1316,Steam Trap,Mechanical Equipment,,,,Bethesda,13,,,NORTH SUB-BSMT.,UTD52L,,,SSI,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,18-Apr-12,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
77081,13 - Steam Trap - 11902Trap1327,,,11902Trap1327,11902Trap1327,Steam Trap,Mechanical Equipment,,,,Bethesda,13,,,SOUTH PENTHOUSE,811-200,,,Arm,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,18-Apr-12,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
77219,13 - BMU13PNL41 - BAS-192-168-84-110,,,BAS-192-168-84-110,BAS-192-168-84-110,,BAS-Panel,POC: Tom Zukas; POC Phone: 301-837-2640,, - ,Bethesda,13,3rd,,Hallway Across from Room 3E41,,,28-Apr-14,Siemens,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,20-Apr-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
77220,13 - BMU13PNL27 - BAS-192-168-85-149,,,BAS-192-168-85-149,BAS-192-168-85-149,,BAS-Panel,POC: Tom Zukas; POC Phone: 301-837-2640,, - ,Bethesda,13,PH,,NORTH PH,,,,Siemens,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,20-Apr-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
77221,13 - BMU13PNL34 - BAS-192-168-85-171,,,BAS-192-168-85-171,BAS-192-168-85-171,,BAS-Panel,POC: Tom Zukas; POC Phone: 301-837-2640,, - ,Bethesda,13,PH,,NORTH PH,,,,Siemens,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,20-Apr-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
77222,13 - BMU13PNL38 - BAS-192-168-85-175,,,BAS-192-168-85-175,BAS-192-168-85-175,,BAS-Panel,POC: Tom Zukas; POC Phone: 301-837-2640,, - ,Bethesda,13,PH,,NORTH PH,,,,Siemens,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,20-Apr-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
77223,13 - ORF-BAS13-6 - BAS-192-168-84-59,,,BAS-192-168-84-59,BAS-192-168-84-59,,BAS-Workstation,POC: Tom Zukas; POC Phone: 301-837-2640,, - ,Bethesda,13,B1,,B1S18J,,,06-Sep-13,Siemens,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,20-Apr-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
77224,13 - ORF-BAS13TV-1 - BAS-192-168-84-55,,,BAS-192-168-84-55,BAS-192-168-84-55,,BAS-Workstation,POC: Tom Zukas; POC Phone: 301-837-2640,, - ,Bethesda,13,B1,,B1S18H,,,07-Aug-13,Siemens,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,20-Apr-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
77225,13 - BMU13PNL48 - BAS-192-168-84-58,,,BAS-192-168-84-58,BAS-192-168-84-58,,BAS-Panel,POC: Tom Zukas; POC Phone: 301-837-2640,, - ,Bethesda,13,0G,,G956 (across from room),,,08-Jul-13,Siemens,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,20-Apr-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
77226,13 - ORF-BAS13-BSL33 - BAS-192-168-75-7,,,BAS-192-168-75-7,BAS-192-168-75-7,,BAS-Workstation,POC: Tom Zukas; POC Phone: 301-837-2640,, - ,Bethesda,13,B1,,B1S18J,,,12-Jun-13,Siemens,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,20-Apr-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
77227,13 - ORF-BAS13-AFEM - BAS-192-168-85-168,,,BAS-192-168-85-168,BAS-192-168-85-168,,BAS-Workstation,POC: Tom Zukas; POC Phone: 301-837-2640,, - ,Bethesda,13,B1,,B1S18J,,,11-Jun-13,Siemens,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,20-Apr-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
77228,13 - ORF-BAS13-2 - BAS-192-168-85-158,,,BAS-192-168-85-158,BAS-192-168-85-158,,BAS-Workstation,POC: Tom Zukas; POC Phone: 301-837-2640,, - ,Bethesda,13,B1,,B1S18J,,,31-May-13,Siemens,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,20-Apr-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
77229,13 - ORF-BAS13-5 - BAS-192-168-85-179,,,BAS-192-168-85-179,BAS-192-168-85-179,,BAS-Workstation,POC: Tom Zukas; POC Phone: 301-837-2640,, - ,Bethesda,13,B1,,B1S18C,,,30-May-13,Siemens,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,20-Apr-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
77230,13 - CRC-OWS-7 - BAS-192-168-19-192,,,BAS-192-168-19-192,BAS-192-168-19-192,,BAS-Workstation,POC: Mark Thomas; POC Phone: 301-467-9651,, - ,Bethesda,13,B1,,B1S18J,,,27-Jun-12,JCI,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,20-Apr-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
77231,13 - BMU13PNL19 - BAS-192-168-85-146,,,BAS-192-168-85-146,BAS-192-168-85-146,,BAS-Panel,POC: Tom Zukas; POC Phone: 301-837-2640,, - ,Bethesda,13,1,,13S 1S80 MER,,,,Siemens,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,20-Apr-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
77232,13 - BMU13PNL32 - BAS-192-168-85-153,,,BAS-192-168-85-153,BAS-192-168-85-153,,BAS-Panel,POC: Tom Zukas; POC Phone: 301-837-2640,, - ,Bethesda,13,2,,2ND FLR MEC 286,,,,Siemens,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,20-Apr-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
77233,13 - BMU13PNL33 - BAS-192-168-85-154,,,BAS-192-168-85-154,BAS-192-168-85-154,,BAS-Panel,POC: Tom Zukas; POC Phone: 301-837-2640,, - ,Bethesda,13,3,,Hallway across from 3E41,,,,Siemens,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,20-Apr-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
77234,13 - ORF-BAS13-8 - BAS-192-168-85-208,,,BAS-192-168-85-208,BAS-192-168-85-208,,BAS-Workstation,POC: Tom Zukas; POC Phone: 301-837-2640,, - ,Bethesda,13,1,,1341.13,,,17-Jun-13,Siemens,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,20-Apr-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
77235,13 - ORF-BAS13-1416 - BAS-192-168-84-103,,,BAS-192-168-84-103,BAS-192-168-84-103,,BAS-Workstation,POC: Tom Zukas; POC Phone: 301-837-2640,,The computer is in front of Donna Phillip's office. - The computer is in front of Donna Phillip's office.,Bethesda,13,1,,1416,,,28-May-13,Siemens,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,20-Apr-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
77236,13 - BMU13PNL26 - BAS-192-168-84-241,,,BAS-192-168-84-241,BAS-192-168-84-241,,BAS-Panel,POC: Tom Zukas; POC Phone: 301-837-2640,, - ,Bethesda,13,UNKNOWN,,Mech Room 1,,,13-Mar-13,Siemens,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,20-Apr-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
77237,13 - BMU13PNL40 - BAS-192-168-84-30,,,BAS-192-168-84-30,BAS-192-168-84-30,,BAS-Panel,POC: Tom Zukas; POC Phone: 301-837-2640,, - ,Bethesda,13,0G,,Basement Mechanical Room (G-800 Area),,,17-Oct-12,Siemens,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,20-Apr-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
77238,13 - BMU13PNL16 - BAS-192-168-84-27,,,BAS-192-168-84-27,BAS-192-168-84-27,,BAS-Panel,POC: Tom Zukas; POC Phone: 301-837-2640,, - ,Bethesda,13,1,,13180 MER,,,21-Aug-12,Siemens,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,20-Apr-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
77239,13 - BMU13PNL30 - BAS-192-168-85-152,,,BAS-192-168-85-152,BAS-192-168-85-152,,BAS-Panel,POC: Tom Zukas; POC Phone: 301-837-2640,,Under the B12 group - Under the B12 group,Bethesda,13,0G,,G800 MECH ROOM,,,,Siemens,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,20-Apr-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
77240,13 - BMU13PNL20 - BAS-192-168-85-147,,,BAS-192-168-85-147,BAS-192-168-85-147,,BAS-Panel,POC: Tom Zukas; POC Phone: 301-837-2640,, - ,Bethesda,13,PH,,NOEAST PH MER,,,,Siemens,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,20-Apr-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
77241,13 - ORF-BAS13-9 - BAS-192-168-84-57,,,BAS-192-168-84-57,BAS-192-168-84-57,,BAS-Workstation,POC: Tom Zukas; POC Phone: 301-837-2640,,This laptop is located in Dean Gelinas office. - This laptop is located in Dean Gelinas office.,Bethesda,13,1,,1343.17,,,12-May-14,Siemens,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,20-Apr-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
77242,13 - ORF-BAS13-7 - BAS-192-168-85-181,,,BAS-192-168-85-181,BAS-192-168-85-181,,BAS-Workstation,POC: Tom Zukas; POC Phone: 301-837-2640,, - ,Bethesda,13,1,,1343.20 (Conference Room),,,11-May-13,Siemens,,0,24-Feb-16,,"Qi, Zhong","Qi, Zhong",0,0,0,20-Apr-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
77594,13 - Emergency Shower - 13460,,,13460,13460,Emergency Shower,Emergency Plumbing Fixtures,Inventory by 7/24/2015,,,Bethesda,13,,,,,,,,,0,24-Feb-16,24-Jul-15,"Qi, Zhong","Qi, Zhong",0,0,0,24-Jul-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
77595,13 - Emergency Shower - 13461,,,13461,13461,Emergency Shower,Emergency Plumbing Fixtures,Inventory by 7/24/2015,,,Bethesda,13,,,,,,,,,0,24-Feb-16,24-Jul-15,"Qi, Zhong","Qi, Zhong",0,0,0,24-Jul-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
77596,13 - Emergency Shower - 13463,,,13463,13463,Emergency Shower,Emergency Plumbing Fixtures,Inventory by 7/24/2015,,,Bethesda,13,,,,,,,,,0,24-Feb-16,24-Jul-15,"Qi, Zhong","Qi, Zhong",0,0,0,24-Jul-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
78004,13 - Emergency Shower - 13462,,,13462,13462,Emergency Shower,Emergency Plumbing Fixtures,Inventory by 7/24/2015,,,Bethesda,13,,,,,,,,,0,24-Feb-16,24-Jul-15,"Qi, Zhong","Qi, Zhong",0,0,0,24-Jul-15,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
78374,13 - AHU - 14015,,,14015,14015,Air Handling Unit,Mechanical System,,,,Bethesda,13,1,,FLOOR 1 ROOM 1415 NEXT TO WINDOW,,,,,,0,24-Feb-16,24-Feb-16,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
